0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.9995279555,0.0000524494,0.0000524494
0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438
0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.9995279555,0.0000524494,0.0000524494
0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.9996852487,0.0000349724,0.0000349724,0.0000349724,0.0000349724
0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0000149912,0.0000149912,0.0000149912,0.0000149912,0.0000149912,0.0000149912,0.0000149912,0.0000149912,0.9998650796,0.0000149912
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438
0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000
0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.9995279555,0.0000524494
0.0000524494,0.9995279555,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494,0.0000524494
0.0000349724,0.9996852487,0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.0000349724,0.0000349724
0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438
0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.0001048438,0.9990564060,0.0001048438,0.0001048438
0.0000174892,0.0000174892,0.0000174892,0.0000174892,0.0000174892,0.0000174892,0.0000174892,0.6665675610,0.3332925251,0.0000174892
